query,response,score,timestamp
Gollum 's ` performance ' is incredible !,"Hilarious , acidic Brit comedy .",1.0,"09/02/2017, 08:46:46"
An inspiring and heart-affecting film about the desperate attempts of Vietnamese refugees living in U.S. relocation camps to keep their hopes alive in 1975 .,"It is a kickass , dense sci-fi action thriller hybrid that delivers and then some .",9.25185853854297e-18,"09/02/2018, 03:43:21"
"Day is not a great Bond movie , but it is a good Bond movie , which still makes it much better than your typical Bond knock-offs .","This is a raw and disturbing tale that took five years to make , and the trio 's absorbing narrative is a heart-wrenching showcase indeed .",0.15833333333333333,"09/04/2016, 02:34:06"
"For a good chunk of its running time , Trapped is an effective and claustrophobic thriller .",This is a happy throwback to the time when cartoons were cinema 's most idiosyncratic form instead of one of its most predictable .,0.08749999999999997,"09/05/2016, 10:33:21"
Absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way .,Several degrees shy of the gross-out contests one expects from current teen fare .,-0.02321428571428571,"09/05/2017, 11:29:36"
"Legendary Irish writer Brendan Behan 's memoir , Borstal Boy , has been given a loving screen transferral .","The 3D images only enhance the film 's otherworldly quality , giving it a strange combo of you-are-there closeness with the disorienting unreality of the seemingly broken-down fourth wall of the movie screen .",0.5333333333333333,"09/05/2018, 19:12:22"
"The scope of the Silberstein family is large and we grow attached to their lives , full of strength , warmth and vitality . .","Whether seen on a 10-inch television screen or at your local multiplex , the edge-of-your-seat , educational antics of Steve Irwin are priceless entertainment .",0.28214285714285714,"09/06/2018, 09:28:03"
"The passions aroused by the discord between old and new cultures are set against the strange , stark beauty of the Mideast desert , so lovingly and perceptively filmed that you can almost taste the desiccated air .","Reinforces the often forgotten fact of the world 's remarkably varying human population and mindset , and its capacity to heal using creative , natural and ancient antidotes .",0.11439393939393938,"09/07/2015, 16:17:03"
The Sundance Film Festival has become so buzz-obsessed that fans and producers descend upon Utah each January to ferret out The Next Great Thing .,"Reinforces the talents of screenwriter Charlie Kaufman , creator of Adaptation and Being John Malkovich .",0.4,"09/07/2017, 00:33:49"
"Ranging from funny to shattering and featuring some of the year 's best acting , Personal Velocity gathers plenty of dramatic momentum .","Dazzling and sugar-sweet , a blast of shallow magnificence that only sex , scandal , and a chorus line of dangerous damsels can deliver .",0.16333333333333333,"09/08/2016, 10:14:54"
"Disney 's live-action division has a history of releasing cinematic flotsam , but this is one occasion when they have unearthed a rare gem .","In Adobo , ethnicity is not just the spice , but at the heart of more universal concerns .",0.15,"09/09/2015, 18:50:25"
"One of the greatest family-oriented , fantasy-adventure movies ever .","As the story moves inexorably through its seven day timeframe , the picture becomes increasingly mesmerizing .",1.0,"09/09/2018, 01:19:20"
"Roman Coppola may never become the filmmaker his Dad was , but heck -- few filmmakers will .","As Hugh Grant says repeatedly throughout the movie , ` Lovely !",-0.2,"09/10/2015, 14:23:45"
"I complain all the time about seeing the same ideas repeated in films over and over again , but The Bourne Identity proves that a fresh take is always possible .",Occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,0.15,"09/10/2016, 19:58:10"
Dramas like this make it human .,"... ambition is in short supply in the cinema , and Egoyan tackles his themes and explores his characters ' crises with seriousness and compassion .",0.0,"09/10/2019, 02:04:35"
"Waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality .",Both deeply weird and charmingly dear .,0.7000000000000001,"09/11/2016, 04:40:43"
It wo n't bust your gut -- and it 's not intended to -- it 's merely a blandly cinematic surgical examination of what makes a joke a joke .,"Look , this is a terrific flick replete with dazzling camera-work , dancing and music .",0.0,"09/11/2016, 12:24:18"
"The additional storyline is interesting and entertaining , but it does n't have the same magical quality as the beginning of the story .",Ferrara directs the entire film with the kind of detachment that makes any given frame look like a family 's custom-made Christmas card .,0.375,"09/12/2017, 16:20:46"
"Britney has been delivered to the big screen safe and sound , the way we like our 20-year-old superstar girls to travel on the fame freeway .","It 's an example of sophisticated , challenging filmmaking that stands , despite its noticeable lack of emotional heft , in welcome contrast to the indulgent dead-end experimentation of the director 's previous Full Frontal .",0.3,"10/02/2016, 16:20:57"
"Not for everyone , but for those with whom it will connect , it 's a nice departure from standard moviegoing fare .",One of -LRB- Herzog 's -RRB- least inspired works .,0.3,"10/02/2017, 15:40:45"
"It does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .","In the end , Punch-Drunk Love is one of those films that I wanted to like much more than I actually did .",0.325,"10/03/2015, 21:44:54"
Has it ever been possible to say that Williams has truly inhabited a character ?,Hits one out of the park for the ` they do n't make 'em like that anymore ' department .,0.0,"10/03/2015, 23:41:55"
"It 's obviously struck a responsive chord with many South Koreans , and should work its magic in other parts of the world .","There 's a disreputable air about the whole thing , and that 's what makes it irresistible .",0.21875,"10/03/2016, 17:59:09"
Bubba Ho-Tep is a wonderful film with a bravura lead performance by Bruce Campbell that does n't deserve to leave the building until everyone is aware of it .,Evokes a little of the fear that parents have for the possible futures of their children -- and the sometimes bad choices mothers and fathers make in the interests of doing them good .,0.625,"10/03/2017, 03:10:35"
"As an entertainment , the movie keeps you diverted and best of all , it lightens your wallet without leaving a sting .",It 's astonishing .,1.0,"10/06/2016, 11:18:26"
But you 'll definitely want the T-shirt .,"There 's not much more to this adaptation of the Nick Hornby novel than charm -- effortless , pleasurable , featherweight charm .",0.0,"10/06/2017, 03:55:11"
"This is a film well worth seeing , talking and singing heads and all .","Sound the trumpets : For the first time since Desperately Seeking Susan , Madonna does n't suck as an actress .",0.3,"10/06/2018, 00:41:02"
"The seaside splendor and shallow , beautiful people are nice to look at while you wait for the story to get going .",Not so much a movie as a picture book for the big screen .,0.37222222222222223,"10/06/2019, 17:04:13"
... as the story congeals you feel the pieces of the Star Wars saga falling into place in a way that makes your spine tingle with revelation and excitement .,Cuts right through the B.S. giving a big middle-fingered `` shut up '' to those who talk up what is nothing more than two guys beating the hell outta one another .,0.0,"10/08/2017, 06:29:16"
The result is something quite fresh and delightful .,"It is risky , intelligent , romantic and rapturous from start to finish .",0.65,"10/08/2018, 12:03:00"
An endearingly offbeat romantic comedy with a great meet-cute gimmick .,I do n't think I 've been as entranced and appalled by an Asian film since Shinya Tsukamoto 's Iron Man .,0.10000000000000002,"10/09/2016, 22:30:45"
The talents of the actors helps `` Moonlight Mile '' rise above its heart-on-its-sleeve writing .,"A sly game of cat and mouse that 's intense and thrilling at times , but occasionally stretches believability to its limits and relies on predictable plot contrivances .",0.0,"10/09/2017, 03:22:14"
"This delicately observed story , deeply felt and masterfully stylized , is a triumph for its maverick director .","The movie 's quiet affirmation of neighborhood values gives it an honest , lived-in glow .",0.2333333333333333,"10/10/2019, 06:59:59"
"On the surface , it 's a lovers-on-the-run crime flick , but it has a lot in common with Piesiewicz 's and Kieslowski 's earlier work , films like The Double Life of Veronique .",A historical epic with the courage of its convictions about both scope and detail .,-0.09999999999999999,"10/11/2017, 14:16:30"
Tsai Ming-liang has taken his trademark style and refined it to a crystalline point .,"Is n't quite the equal of Woo 's best earlier work , but it 's easily his finest American film ... comes close to recapturing the brilliance of his Hong Kong films .",0.0,"10/11/2017, 20:24:37"
"But watching Huppert , a great actress tearing into a landmark role , is riveting .","It risks seeming slow and pretentious , because it thinks the gamble is worth the promise .",0.65,"10/12/2015, 13:46:14"
If you can get past the fantastical aspects and harsh realities of `` The Isle '' you 'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else .,"The film 's 45-minute running time stops shy of overkill , though viewers may be more exhausted than the athletes onscreen .",-0.1125,"10/12/2017, 19:21:35"
"Elling , portrayed with quiet fastidiousness by Per Christian Ellefsen , is a truly singular character , one whose frailties are only slightly magnified versions of the ones that vex nearly everyone .",Watstein handily directs and edits around his screenplay 's sappier elements ... and sustains Off the Hook 's buildup with remarkable assuredness for a first-timer .,-0.01333333333333333,"11/01/2015, 12:14:52"
"Ultimately , it ponders the reasons we need stories so much .",Maguire is a surprisingly effective Peter\/Spider-Man .,0.1,"11/03/2015, 10:43:06"
A wonderful character-based comedy .,"It 's a brave attempt to tap into the heartbeat of the world , a salute to the universal language of rhythm and a zippy sampling of sounds .",1.0,"11/03/2015, 16:44:38"
A charming yet poignant tale of the irrevocable ties that bind .,"Engrossing and affecting , if ultimately not quite satisfying .",0.35,"11/05/2015, 09:06:51"
"But in Imax 3-D , the clich̩s disappear into the vertiginous perspectives opened up by the photography .","This romantic thriller is steeped in the atmosphere of wartime England , and ably captures the speech patterns , moral codes and ideals of the 1940s .",0.0,"11/05/2016, 13:31:31"
Post 9\/11 the philosophical message of `` Personal Freedom First '' might not be as palatable as intended .,"`` 13 Conversations '' holds its goodwill close , but is relatively slow to come to the point .",0.08333333333333333,"11/06/2018, 09:31:42"
"Together , Tok and O orchestrate a buoyant , darkly funny dance of death .","Possession is Elizabeth Barrett Browning meets Nancy Drew , and it 's directed by ... Neil LaBute .",0.25,"11/08/2015, 06:50:06"
"Though Mama takes a bit too long to find its rhythm and a third-act plot development is somewhat melodramatic , its ribald humor and touching nostalgia are sure to please anyone in search of a Jules and Jim for the new millennium .","There are slow and repetitive parts , but it has just enough spice to keep it interesting .",0.2715909090909091,"11/10/2016, 08:14:10"
It 's almost impossible not to be moved by the movie 's depiction of sacrifice and its stirring epilogue in post-Soviet Russia .,"Lilia 's transformation from strict mother to sensual siren is superficially preposterous , but Abbas infuses the role with an unimpeachable core of emotional truth .",-0.6666666666666666,"11/11/2015, 09:10:57"
One Hour Photo is an intriguing snapshot of one man and his delusions ; it 's just too bad it does n't have more flashes of insight .,"Zany , exuberantly irreverent animated space adventure .",0.0333333333333334,"11/11/2016, 00:05:32"
"-LRB- Schweiger is -RRB- talented and terribly charismatic , qualities essential to both movie stars and social anarchists .","It suggests the wide-ranging effects of media manipulation , from the kind of reporting that is done by the supposedly liberal media ... to the intimate and ultimately tragic heartache of maverick individuals like Hatfield and Hicks .",0.30833333333333335,"11/11/2016, 16:25:42"
"I enjoyed the ride -LRB- bumps and all -RRB- , creamy depth , and ultimate theme .",A startling and fresh examination of how the bike still remains an ambiguous icon in Chinese society .,0.25,"11/12/2015, 23:30:08"
"His characters are engaging , intimate and the dialogue is realistic and greatly moving .","From the big giant titles of the opening credits to Elmer Bernstein 's perfectly melodic score , Haynes gets just about everything right .",0.3916666666666667,"11/12/2016, 06:56:44"
"Asia authors herself as Anna Battista , an Italian superstar and aspiring directress who just happens to be her own worst enemy .",it 's a worthwhile tutorial in quantum physics and slash-dash,-0.13333333333333333,"11/12/2016, 22:23:37"
"Dark and disturbing , but also surprisingly funny .","The movie 's eventual success should be credited to Dennis Quaid , in fighting trim shape as an athlete as well as an actor",-0.13333333333333333,"11/12/2019, 22:39:20"
"Occasionally melodramatic , it 's also extremely effective .","Elling really is about a couple of crazy guys , and it 's therapeutic to laugh along with them .",0.3,"12/01/2015, 08:17:26"
Fisher has bared his soul and confronted his own shortcomings here in a way ... that feels very human and very true to life .,It is not a mass-market entertainment but an uncompromising attempt by one artist to think about another .,0.3516666666666666,"12/01/2019, 05:55:10"
I loved it !,It 's both a necessary political work and a fascinating documentary ...,0.875,"12/02/2016, 07:50:39"
"Run , do n't walk , to see this barbed and bracing comedy on the big screen .",an exceedingly clever piece of cinema .,0.0,"12/02/2017, 03:42:15"
"Now , if it only had a brain .","Occasionally funny and consistently odd , and it works reasonably well as a star vehicle for Zhao .",0.0,"12/03/2017, 21:51:27"
"Light , cute and forgettable .","As shaky as the plot is , Kaufman 's script is still memorable for some great one-liners .",0.13333333333333333,"12/05/2015, 07:34:36"
"Enormously likable , partly because it is aware of its own grasp of the absurd .","An incredibly low-rent Danish film , it brings a group of people together in a sweet and charming way , if a little convenient",0.21250000000000002,"12/05/2019, 06:04:49"
All but the most persnickety preteens should enjoy this nonthreatening but thrilling adventure .,The movie sticks much closer to Hornby 's drop-dead confessional tone than the film version of High Fidelity did .,0.3833333333333333,"12/05/2019, 07:14:23"
"It 's this memory-as-identity obviation that gives Secret Life its intermittent unease , reaffirming that long-held illusions are indeed reality , and that erasing them recasts the self .","A graceful , contemplative film that gradually and artfully draws us into a world where the personal and the political get fatally intertwined .",-0.4,"12/05/2019, 12:06:07"
Fans of Behan 's work and of Irish movies in general will be rewarded by Borstal Boy .,"What Full Frontal lacks in thematic coherence it largely makes up for as loosey-goosey , experimental entertainment .",0.02500000000000001,"12/06/2018, 01:32:31"
The film provides some great insight into the neurotic mindset of all comics -- even those who have reached the absolute top of the game .,"This cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap .",0.275,"12/06/2019, 17:53:17"
Tender yet lacerating and darkly funny fable .,For all its serious sense of purpose ... -LRB- it -RRB- finds a way to lay bare the tragedies of its setting with a good deal of warmth and humor .,0.25,"12/07/2019, 19:32:05"
"The diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40-minute running time .",A map of the inner rhythms of love and jealousy and sacrifice drawn with a master 's steady stroke .,0.0,"12/09/2015, 06:50:00"
It will delight newcomers to the story and those who know it from bygone days .,"Compelling as it is exotic , Fast Runner has a plot that rivals Shakespeare for intrigue , treachery and murder .",0.0,"12/09/2017, 11:16:42"
"A smart , sweet and playful romantic comedy .","When your leading ladies are a couple of screen-eating dominatrixes like Goldie Hawn and Susan Sarandon at their raunchy best , even hokum goes down easily .",0.1880952380952381,"12/10/2015, 01:49:30"
"An incendiary , deeply thought-provoking look at one of the most peculiar -LRB- and peculiarly venomous -RRB- bigotries in our increasingly frightening theocracy",a compelling journey ... and `` His Best Friend Remembers '' is up there with the finest of specials .,0.13333333333333333,"12/10/2016, 08:19:24"
"Benefits from a strong performance from Zhao , but it 's Dong Jie 's face you remember at the end .",A vivid cinematic portrait .,0.4333333333333333,"12/10/2019, 13:12:06"
"Using his audience as a figurative port-of-call , Dong pulls his even-handed ideological ship to their dock for unloading , before he continues his longer journey still ahead .","Flavorful and romantic , you could call this How Martha Got Her Groove Back -- assuming , that is , she ever had one to begin with .",0.0,"12/10/2019, 18:50:28"
A cop story that understands the medium amazingly well .,"With youthful high spirits , Tautou remains captivating throughout Michele 's religious and romantic quests , and she is backed by a likable cast .",0.6000000000000001,"12/12/2017, 14:29:43"
Spielberg is the rare director who does not want to invite viewers to gawk at or applaud his special effects .,About nowhere kids who appropriated turfs as they found them and become self-made celebrity athletes -- a low-down version of the American dream .,0.32857142857142857,"12/12/2018, 05:49:07"
An involving true story of a Chinese actor who takes up drugs and winds up in an institution -- acted mostly by the actual people involved .,"You might not want to hang out with Samantha , but you 'll probably see a bit of yourself in her unfinished story .",0.2125,"13/03/2017, 06:29:31"
"An absorbing , slice-of-depression life that touches nerves and rings true .","A deliciously mordant , bitter black comedy .",0.275,"13/03/2019, 21:29:34"
Go see it and enjoy .,It never fails to engage us .,0.4,"13/04/2017, 06:00:23"
"A droll , well-acted , character-driven comedy with unexpected deposits of feeling .",Good movie .,0.1,"13/05/2015, 12:37:27"
A disturbing and frighteningly evocative assembly of imagery and hypnotic music composed by Philip Glass .,"It 's often infuriatingly glib and posturing , and yet it has been made with great evident care and manages to deliver up the man in a way to arouse further curiosity in even the most unknowing viewer .",-0.5,"13/06/2016, 14:41:19"
This bold and lyrical first feature from Raja Amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment .,"Do n't plan on the perfect ending , but Sweet Home Alabama hits the mark with critics who escaped from a small town life .",0.29444444444444445,"13/06/2018, 10:31:01"
Illuminating if overly talky documentary .,The film runs on equal parts of innocence and wisdom -- wisdom that comes with experience .,0.0,"13/07/2017, 19:35:01"
"An absorbing trip into the minds and motivations of people under stress as well as a keen , unsentimental look at variations on the theme of motherhood .","Much of it comes from the brave , uninhibited performances by its lead actors .",0.2,"13/09/2015, 15:24:06"
"Audiences conditioned to getting weepy over saucer-eyed , downy-cheeked moppets and their empathetic caretakers will probably feel emotionally cheated by the film 's tart , sugar-free wit .","The film is all a little Lit Crit 101 , but it 's extremely well played and often very funny .",0.0,"13/09/2018, 03:22:16"
"Whether you 're moved and love it , or bored or frustrated by the film , you 'll still feel something .","Though the plot is predictable , the movie never feels formulaic , because the attention is on the nuances of the emotional development of the delicate characters .",-0.2333333333333333,"13/09/2018, 20:21:26"
This is n't a new idea .,There was time on that second round to see the subtleties of Ramsay 's portrait of grief .,0.13636363636363635,"13/10/2017, 12:04:00"
At its best early on as it plays the culture clashes between the brothers .,has a plot full of twists upon knots ... and a nonstop parade of mock-Tarantino scuzbag types that starts out clever but veers into overkill .,0.55,"13/10/2017, 16:55:46"
"The film is faithful to what one presumes are the book 's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are .","-LRB- A -RRB- Hollywood sheen bedevils the film from the very beginning ... -LRB- but -RRB- Lohman 's moist , deeply emotional eyes shine through this bogus veneer ...",0.3,"13/10/2018, 03:09:16"
"Chicago is sophisticated , brash , sardonic , completely joyful in its execution .",Resourceful and ingenious entertainment .,0.13333333333333333,"13/11/2015, 18:19:39"
"-LRB- Drumline -RRB- is entertaining for what it does , and admirable for what it does n't do .","A compelling , moving film that respects its audience and its source material .",0.5,"13/12/2018, 13:32:28"
"s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results .",Haynes has so fanatically fetishized every bizarre old-movie idiosyncrasy with such monastic devotion you 're not sure if you should applaud or look into having him committed .,0.24,"14/02/2015, 19:26:13"
Presents an astute appraisal of Middle American musical torpor and the desperate struggle to escape it .,"Not as distinctive or even as humorous as its needs to be to stand out , but it has clearly been made with affection and care .",-0.009999999999999986,"14/02/2017, 18:51:12"
"There are a few stabs at absurdist comedy ... but mostly the humor is of the sweet , gentle and occasionally cloying kind that has become an Iranian specialty .",... an agreeable time-wasting device -- but George Pal 's low-tech 1960 version still rules the epochs .,0.2416666666666666,"14/03/2015, 10:58:40"
a screenplay more ingeniously constructed than `` Memento '',"As a revenge thriller , the movie is serviceable , but it does n't really deliver the delicious guilty pleasure of the better film versions .",0.5,"14/03/2016, 16:16:24"
"In its ragged , cheap and unassuming way , the movie works .","Sure , it 's more of the same , but as the film proves , that 's not always a bad thing .",0.4,"14/03/2018, 16:46:00"
This is such a dazzlingly self-assured directorial debut that it 's hard to know what to praise first .,"A bold and subversive film that cuts across the grain of what is popular and powerful in this high-tech age , speaking its truths with spellbinding imagery and the entrancing music of Philip Glass .",0.17708333333333331,"14/04/2019, 07:01:00"
"Ms. Fulford-Wierzbicki is almost spooky in her sulky , calculating Lolita turn .",A sensitive and expertly acted crowd-pleaser that is n't above a little broad comedy and a few unabashedly sentimental tears .,0.0,"14/04/2019, 22:21:41"
"More a load of enjoyable , Conan-esque claptrap than the punishing , special-effects soul assaults the Mummy pictures represent .","Despite a story predictable enough to make The Sound of Music play like a nail-biting thriller , its heart is so much in the right place it is difficult to get really peeved at it .",0.5,"14/05/2017, 19:27:59"
The kind of nervous film that will either give you a mild headache or exhilarate you .,But tongue-in-cheek preposterousness has always been part of For the most part Wilde 's droll whimsy helps `` Being Earnest '' overcome its weaknesses and Parker 's creative interference ...,0.4666666666666667,"14/05/2018, 13:03:19"
It is nature against progress .,A carefully structured scream of consciousness that is tortured and unsettling -- but unquestionably alive .,0.0,"14/05/2019, 01:59:57"
"Though everything might be literate and smart , it never took off and always seemed static .","Not everything works , but the average is higher than in Mary and most other recent comedies .",0.35714285714285715,"14/06/2019, 10:33:11"
"If you love reading and\/or poetry , then by all means check it out .",Merchant effectively translates Naipaul 's lively mix of characters from the page to screen .,0.5,"14/07/2015, 00:21:39"
"Romanek keeps the film constantly taut ... reflecting the character 's instability with a metaphorical visual style and an unnerving , heartbeat-like score .","A sweet-natured reconsideration of one of San Francisco 's most vital , if least widely recognized , creative fountainheads .",0.0,"14/07/2019, 22:31:53"
"Though this film can be clumsy , its ambitions are equally -- and admirably -- uncommercial .","A breezy , diverting , conventional , well-acted tale of two men locked in an ongoing game of cat-and-cat .",-0.15,"14/10/2019, 17:23:30"
"Even with all those rough edges safely sanded down , the American Insomnia is still pretty darned good .",... an inviting piece of film .,0.19907407407407407,"14/11/2016, 23:52:27"
"It represents better-than-average movie-making that does n't demand a dumb , distracted audience .",Search it out .,-0.375,"14/11/2018, 11:44:15"
"The movie 's ripe , enrapturing beauty will tempt those willing to probe its inscrutable mysteries .",Like old myths and wonder tales spun afresh .,0.25,"14/11/2018, 21:55:49"
Writer-director Burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear .,"Divine Secrets of the Ya-Ya Sisterhood may not be exactly divine , but it 's definitely -- defiantly -- ya ya , what with all of those terrific songs and spirited performances .",-0.10000000000000003,"14/11/2019, 07:32:15"
`` its successes are also tempered with elements which prove the direct antithesis of what it gets right . '',"The Hours makes you examine your own life in much the same way its characters do , and the experience is profound .",0.19285714285714284,"14/12/2015, 05:52:07"
"Only an epic documentary could get it all down , and Spike Lee 's Jim Brown : All American at long last gives its subject a movie worthy of his talents .","Culkin , who 's in virtually every scene , shines as a young man who uses sarcastic lies like a shield .",0.006790123456790118,"14/12/2018, 23:49:02"
"This insightful , Oscar-nominated documentary , in which children on both sides of the ever-escalating conflict have their say away from watchful parental eyes , gives peace yet another chance .","Awkward but sincere and , ultimately , it wins you over .",0.0,"15/02/2016, 06:56:28"
... a poignant and powerful narrative that reveals that reading writing and arithmetic are not the only subjects to learn in life .,"Lathan and Diggs have considerable personal charm , and their screen rapport makes the old story seem new .",0.09999999999999999,"15/03/2017, 06:12:52"
"Yeah , these flicks are just that damn good .","Smart science fiction for grown-ups , with only a few false steps along the way .",0.7,"15/03/2019, 19:23:02"
This examination of aquatic life off the shores of the Baja California peninsula of Mexico offers an engrossing way to demonstrate the virtues of the IMAX format .,This horror-comedy does n't go for the usual obvious laughs at the expense of cheap-looking monsters -- unless you count Elvira 's hooters .,0.35,"15/04/2017, 16:20:50"
At heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance .,"A teasing drama whose relentless good-deed\/bad-deed reversals are just interesting enough to make a sinner like me pray for an even more interesting , less symmetrical , less obviously cross-shaped creation .",0.25,"15/04/2017, 21:40:45"
"With a cast that includes some of the top actors working in independent film , Lovely & Amazing involves us because it is so incisive , so bleakly amusing about how we go about our lives .",Quite funny for the type of movie it is ...,0.44000000000000006,"15/05/2016, 15:02:42"
It ultimately stands forth as an important chronicle of the abuses of one of Latin America 's most oppressive regimes .,The film is an enjoyable family film -- pretty much aimed at any youngster who loves horses .,0.3,"15/05/2018, 11:29:18"
Haneke challenges us to confront the reality of sexual aberration .,"It 's not life-affirming -- its vulgar and mean , but I liked it .",0.5,"15/05/2019, 16:25:06"
"Watching Haneke 's film is , aptly enough , a challenge and a punishment .",It has the courage to wonder about big questions with sincerity and devotion .,0.0,"15/06/2017, 16:56:22"
"You would n't call The Good Girl a date movie -LRB- an anti-date movie is more like it -RRB- , but when it 's good , it 's good and horrid .",A clever blend of fact and fiction .,0.6499999999999999,"15/08/2019, 05:21:42"
An intelligent fiction about learning through cultural clash .,Hawke draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in Burdette 's dialogue .,0.45,"15/09/2015, 14:21:04"
What really surprises about Wisegirls is its low-key quality and genuine tenderness .,"Although very much like the first movie based on J.K. Rowling 's phenomenal fantasy best sellers , this second go-round possesses a quite pleasing , headlong thrust and a likably delinquent attitude .",0.30000000000000004,"15/09/2015, 23:16:28"
"While not all transitions to adulthood are so fraught , there 's much truth and no small amount of poetry in Girls Ca n't Swim .","If Mr. Zhang 's subject matter is , to some degree at least , quintessentially American , his approach to storytelling might be called Iranian .",0.1625,"15/09/2018, 19:42:55"
"... if you 're in a mind set for goofy comedy , the troopers will entertain with their gross outs , bawdy comedy and head games .","The film is just a big , gorgeous , mind-blowing , breath-taking mess .",0.25,"15/10/2017, 01:24:23"
There 's a vastness implied in Metropolis that is just breathtaking .,"This is the kind of movie that used to be right at home at the Saturday matinee , and it still is .",1.0,"15/10/2018, 16:15:08"
This is one of Polanski 's best films .,"... spiced with humor -LRB- ' I speak fluent flatula , ' advises Denlopp after a rather , er , bubbly exchange with an alien deckhand -RRB- and witty updatings -LRB- Silver 's parrot has been replaced with Morph , a cute alien creature who mimics everyone and everything around -RRB-",1.0,"15/12/2018, 17:22:23"
"A very witty take on change , risk and romance , and the film uses humour to make its points about acceptance and growth .",Noyce 's film is contemplative and mournfully reflective .,0.65,"15/12/2019, 08:13:55"
"Solid , lump-in-the-throat family entertainment that derives its power by sticking to the facts .",No wonder they 're talking about `` Talk to Her . '',0.0,"16/02/2016, 08:01:41"
It 's been done before but never so vividly or with so much passion .,"We can see the wheels turning , and we might resent it sometimes , but this is still a nice little picture , made by bright and friendly souls with a lot of good cheer .",0.1625,"16/02/2016, 20:03:49"
"Unlike most teen flicks , Swimming takes its time to tell its story , casts mostly little-known performers in key roles , and introduces some intriguing ambiguity .","An exciting and involving rock music doc , a smart and satisfying look inside that tumultuous world .",0.26,"16/02/2017, 08:05:09"
"Still , this flick is fun , and host to some truly excellent sequences .","Like Dickens with his passages , McGrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel .",0.65,"16/03/2015, 08:21:40"
"However , it lacks grandeur and that epic quality often associated with Stevenson 's tale as well as with earlier Disney efforts .",Few films this year have been as resolute in their emotional nakedness .,0.05,"16/03/2019, 18:23:20"
It 's still worth a look .,"Windtalkers blows this way and that , but there 's no mistaking the filmmaker in the tall grass , true to himself .",0.3,"16/04/2018, 21:37:30"
something the true film buff will enjoy .,Eight Crazy Nights is a showcase for Sandler 's many talents .,0.375,"16/07/2015, 00:00:33"
"A deceivingly simple film , one that grows in power in retrospect .","Dark , resonant , inventively detailed and packed with fleet turns of plot and a feast of visual amazement .",0.0,"16/07/2017, 06:56:47"
But it pays a price for its intricate intellectual gamesmanship .,It 's as close as we 'll ever come to looking through a photographer 's viewfinder as he works .,0.3,"16/08/2018, 08:52:27"
"The principals in this cast are all fine , but Bishop and Stevenson are standouts .","` Charly ' will divide its audience in two separate groups , those reaching for more tissues and those begging for mercy ...",0.4166666666666667,"16/09/2016, 01:48:00"
"Tadpole is a sophisticated , funny and good-natured treat , slight but a pleasure .","Anchored by a terrific performance by Abbass , Satin Rouge shows that the idea of women 's self-actualization knows few continental divides .",0.19444444444444445,"16/09/2017, 06:27:05"
An impressive if flawed effort that indicates real talent .,"A comprehensive and provocative film -- one that pushes the boundaries of biography , and challenges its audience .",0.2333333333333333,"16/09/2018, 00:11:53"
It is interesting and fun to see Goodall and her chimpanzees on the bigger-than-life screen .,"For its seriousness , high literary aspirations and stunning acting , the film can only be applauded .",0.4,"16/09/2019, 01:03:47"
"-LRB- Wendigo is -RRB- why we go to the cinema : to be fed through the eye , the heart , the mind .",-LRB- `` Take Care of My Cat '' -RRB- is an honestly nice little film that takes us on an examination of young adult life in urban South Korea through the hearts and minds of the five principals .,0.0,"16/10/2017, 20:17:19"
"Ultimately , the message of Trouble Every Day seems to be that all sexual desire disrupts life 's stasis .",His warriors collide in balletic explosion that implies an underlying order throughout the chaos .,0.09999999999999999,"16/11/2017, 14:07:22"
"Here 's a British flick gleefully unconcerned with plausibility , yet just as determined to entertain you .","It 's the cinematic equivalent of a good page-turner , and even if it 's nonsense , its claws dig surprisingly deep .",0.0,"17/01/2015, 13:34:17"
"Somewhere short of Tremors on the modern B-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes .","While the glass slipper does n't quite fit , Pumpkin is definitely a unique modern fairytale .",0.15416666666666667,"17/01/2019, 11:08:17"
"Just what makes us happy , anyway ?",This is Carion 's debut feature but his script and direction hums with a confidence that many spend entire careers trying to reach .,0.8,"17/02/2017, 03:12:02"
